competitor_name,metal,use_category,region,business_type,price_positioning,city,state,locality,website,instagram_handle,facebook_account,rating_avg,review_count,market_presence_label,snapshot_date
Akshaara Beautyhub,Multi-Metal,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Lalapet,,,,4.4,6,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gurudatha Gold Marchent,Gold,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Sharaff Bazar Mangalagiri,,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jayanthi Diamonds & Jewellers Pvt Ltd,Diamond,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,"Narendra Centre Venkatarayapuram, Tanuku",,,,4.2,313,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Lakshmi Tirumala Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Lalapet,,,,4.4,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
SRI LAKSHMI NARASIMHA GOLD WORKS,Gold,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Beside Sivalayam Temple Mangalagiri,,,,5,1,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sree Sai Rajendra Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Main Road Brodipet,,,,4.4,63,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Girija Shankar Selections,Multi-Metal,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Pattabhipuram Main Road Pattabipuram,,,,4.2,178,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Varalaxmi Jewellery & Gold,Gold,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Revenu Ward Mangalagiri,,,,4.3,3,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Venkateswara Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Guntur,AndhraPradesh,Mollavari Street Ponnur,,,,3.9,16,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
ARNIKA SILVER JEWELLERY,Silver,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Labbipet MG Road,,,,5,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Bombay Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Near Benz Circle Chandramoulipuram,,,,4.6,176,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Mg Road,,,,4.8,420,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kiranmayi Jewellery Mart,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Sivalayam Street One Town,,,,3.9,20,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Mahendra Jewellery House,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Tikkle Road Mg,,,,4.6,32,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rajendra Jewellers Wholesale Gold Shoppe,Gold,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Jd Hospital Road Governerpet,,,,4.8,75,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Sanghvi Jewellers INDIA Pvt Ltd,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Tikkle Road Mg,,,,4.2,51,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sridevi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Labbipet MG Road,,,,4.1,100,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vega Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Rajagopalachari Street Governerpet,,,,4.7,3541,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vishal Silver,Silver,General,Pan-India,Showroom,unknown,Vijayawada,AndhraPradesh,Rajagopalachari Street Governerpet,,,,4.9,114,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kila Silver Jewellery,Silver,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Mvp Double Road Colony,,,,5,124,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
S J Gold Refinery,Gold,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,B C Road Gajuwaka,,,,4.9,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Satyasri 1 Gram Jewellery & Fancy,Multi-Metal,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Chintapalli Road Narsipatnam,,,,5,163,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Kameswari Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Seethammadhara,,,,4.6,120,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sri Shakti Dharmakata,Multi-Metal,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,VIZAG EMPORIUM VASANATHA RAO STREET Poorna Market,,,,4.6,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Srinivasa Chaitanya Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Dwarakanagar Main Road Dwaraka Nagar,,,,4.8,159,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Srinivasa Gold Refinery,Gold,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Kurpam Market M G Road,,,,4.3,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Swarna Jewellers,Gold,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Main Road Gopalapatnam,,,,4.3,373,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Vysyaraju Raju Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,Waltair Uplands Asilmetta,,,,4.5,151,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Yamini Silver Ware,Silver,General,Pan-India,Showroom,unknown,Visakhapatnam,AndhraPradesh,1st Lane Dwaraka Nagar Visakhapatnam,,,,4.9,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Arunachal Ivory And Ornaments,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Nyorch Main Market Yupia,,,,4.8,10,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Asb Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Shop No 106 Akashdeep Market Complex Bat,,,,4.2,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Asmi Diamonds,Diamond,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Main Road Naharlagun,,,,3.5,13,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Itanagar Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Doni Colony,,,,4,26,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Melorra Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Hotel Supinsa Rwd Colony,,,,4.4,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
R.J Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Naharlagun,,,,3.4,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rani Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Shiv Mandir Road Naharlagun,,,,3.2,7,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Reliance jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Daariya Plaza Bat,,,,4.5,74,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Siyaram Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,G Ext Road Naharlagun,,,,3,5,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Star Gems House,Multi-Metal,General,Pan-India,Showroom,unknown,Itanagar,ArunachalPradesh,Nh 415 Kime Paka Colony,,,,4.9,6,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Balaji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,Dibrugarh Diblugarh,,,,4.6,153,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Blue Stone,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,HS Road Khaliamari,,,,4.9,495,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Caratlane,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,HS Rd Khaliamari,,,,4.9,836,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
D N Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,New Market Khaliamari,,,,4.9,155,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gold Place Pvt Ltd,Gold,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,Chiring Chapri Purnananda Road,,,,5,79,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jyoti Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,New Market Road,,,,5,115,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Prakash Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,Sonari Patty Road Bc Das,,,,5,11,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rajasthan Gems & Jewellers,Multi-Metal,General,Rajasthani,Showroom,unknown,Dibrugarh,Assam,Bnp Path New Market Road,,,,4.9,127,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Royal Gems & Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Dibrugarh,Assam,H.S Road-Dibrugarh New Market Road,,,,4.8,70,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Tanishq,Gold+Polki,General,Pan-India,Chain,premium,Dibrugarh,Assam,H S Road Panchali,,,,4.7,2355,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
ARCHNEH JEWELLERS,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,Rg Baruah Road Zoo,,,,4.8,4,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Geetanjali Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,AK Aazad Road Gopinathnagar,,,,4.3,12,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Maa Anjali Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,Jaya Nagar Khanapara,,,,4,19,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
N B Gems & Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,Super Market Bamunimaidan,,,,4.7,7,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Nath Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,Hatigaon Main Road,,,,4.7,22,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rattnanjalee Jewel India Pvt. Ltd.,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,G S Road,,,,4.4,601,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rupashree Assamese Traditional Jewellery,Multi-Metal,Traditional,Pan-India,Showroom,unknown,Guwahati,Assam,Jayanagar Sixmile Road Khanapara,,,,5,196,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Samrat Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,A.T Road Maligaon,,,,4.5,9,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shippan Gold Smith Jewellery,Gold,General,Pan-India,Showroom,unknown,Guwahati,Assam,SIXMILE WARD NO 59 Khanapara,,,,3.6,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Zangfai,Multi-Metal,General,Pan-India,Showroom,unknown,Guwahati,Assam,M R D. Road Silpukhuri,,,,4.1,217,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Bhargavi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,Bajaja Road Chowk,,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Gopal Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,Baidrabad,,,,4,3,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jainam Ornament Pvt. Ltd.,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,Chowk,,,,4.4,157,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jewar Mahal,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,Bajaja Road Gaya Chowk,,,,4.9,415,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kalyan Jewellers,Gold+Diamond,Bridal,Pan-India,Chain,mid-premium,Gaya,Bihar,Enayat Colony Swarajpuri Road,,,,4.8,1243,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Khazaana Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,G B Road Gaya City,,,,4.7,29,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kisna Diamond & Gold Jewellery,Gold+Diamond,General,Pan-India,Showroom,unknown,Gaya,Bihar,Kashinath More Swarajpuri Road,,,,4.9,477,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
PC Jeweller Ltd.,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,Shri Krishna Road Gaya Ho,,,,3.5,200,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Tanishq,Gold+Polki,General,Pan-India,Chain,premium,Gaya,Bihar,Swarajpuri Road Civil Lines,,,,4.7,2355,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Tibetan Handicraft,Multi-Metal,General,Pan-India,Showroom,unknown,Gaya,Bihar,"Jai Prakash Udyan Domuhan Bodhgaya Road, Bodhgaya",,,,4.9,42,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Alankar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Station Road Barh,,,,4.3,6,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Bhushan Bhandar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Bari Path Bakerganj,,,,4.6,33,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Boring Road Sri Krishnapuri,,,,4.8,420,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
JJ Gold,Gold,General,Pan-India,Showroom,unknown,Patna,Bihar,Bakarganj Road Bakerganj,,,,4.8,183,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jyoti Alankar,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Main Road Kankarbagh,,,,4.3,49,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kasturi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Paradise Market Bakerganj,,,,4.5,290,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
RADHE KRISHNA JEWELLERS,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Jagdeo Path Bailey Road Sheikhpura,,,,4.7,753,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Ratnapriya Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Gaya Line Gumati Road Mithapur,,,,4.4,119,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sevika Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,LAXMI COMPLEX Boring Road,,,,4.2,365,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shree Kanak Dhara Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Patna,Bihar,Shree Kanak Dhara Jewellers Bakerganj,,,,4.9,1886,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anjalii Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Sadar Bazar, Bilaspur-Chhattisgarh",,,,3.6,3,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Clt Annmol Jewellery,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Swarna Complex Raj Kishore Nagar, Bilaspur-Chhattisgarh",,,,5,2,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Navratan Gems & Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Sadar Bazar, Bilaspur-Chhattisgarh",,,,4.8,7,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Rakesh Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Bilaspur Sadar Bazar, Bilaspur-Chhattisgarh",,,,3.9,36,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
SATI SHREE Jewellers & GEMS,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Beside Hanuman Temple Main Road Sadar Bazar Gole, Bilaspur-Chhattisgarh",,,,4.4,88,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shah Jawaharlal Jethalal Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Shah Jethalal Jadhavji Building Sadar Bazar, Bilaspur-Chhattisgarh",,,,4.1,82,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Sherlin Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Main Road Sadar Bazaar Bazar, Bilaspur-Chhattisgarh",,,,3.9,18,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shri Khatu Shyam Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Behind Kosa Point Khaparganj, Bilaspur-Chhattisgarh",,,,4.7,30,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shri Leela Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Ward No 24 Telipara, Bilaspur-Chhattisgarh",,,,4.3,99,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shubhkamana Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Bilaspur,Chhattisgarh,"Main Road Juna Bilaspur, Bilaspur-Chhattisgarh",,,,4.8,32,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anopchand Tilokchand Jewellers Flagship Store,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Sadar Bazar Road, Raipur-Chhattisgarh",,,,4.6,1361,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anopchand Tilokchand Jewellers Pvt Ltd,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Anup Plaza Sadar Bazar, Raipur-Chhattisgarh",,,,4.7,1257,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Anopchand Tilokchand Jewellers Pvt.Ltd.,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Sadar Bajar Kotwali Chowk, Raipur-Chhattisgarh",,,,4.6,1361,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
J.J.Gems & Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Saddani Chowk Sadar Bazar, Raipur-Chhattisgarh",,,,4.4,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Jewellers Sonia Sons,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Main Road Sadar Bazar, Raipur-Chhattisgarh",,,,4.8,63,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Navkar Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Malviya Road Sadar Bazar, Raipur-Chhattisgarh",,,,4.7,129,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Samriddhi Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Bhansali Heights Sadar Bazar, Raipur-Chhattisgarh",,,,4.6,51,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Shah Jethalal Jadavji Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Raipur,Chhattisgarh,"Sadar Bazar, Raipur-Chhattisgarh",,,,4.3,19,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Al Hamd Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Margao,Goa,"Road Jogeshwari West, Mumbai",,,,4.8,36,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Arihant Jewellers,Multi-Metal,General,Pan-India,Showroom,unknown,Margao,Goa,"Waghbil-Thane West, Thane",,,,4.5,37,Low,Tue Oct 28 2025 00:00:00 GMT+0530 (India Standard Time)
Femina Gold Palace,Gold,General,Pan-India,Showroom,unknown,Margao,Goa,"Shanti Nagar Mira Road East, Thane",,,,4.8,1401,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Heritage Jewels,Multi-Metal,General,Pan-India,Showroom,unknown,Margao,Goa,"J P Road Andheri West, Mumbai",,,,4.8,261,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Indriya,Multi-Metal,General,Pan-India,Showroom,unknown,Margao,Goa,"Market Road & Gulmohar Borivali West, Mumbai",,,,4.8,420,High,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Kalamandir Jewellers Limited,Multi-Metal,General,Pan-India,Showroom,unknown,Margao,Goa,"Chandavarkar Rd Borivali West, Mumbai",,,,4.8,30492,High,Tue Oct 28 2025 00:00:00 GMT+0530 (India Standard Time)
Omkar Gold,Gold,General,Pan-India,Showroom,unknown,Margao,Goa,"Global City-Virar West, Palghar",,,,4.7,8,Low,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
Param Gold,Gold,General,Pan-India,Showroom,unknown,Margao,Goa,"Ramdev Park Mira Road East, Thane",,,,4.9,126,Medium,Mon Oct 27 2025 00:00:00 GMT+0530 (India Standard Time)
